1000 10000
357 713 764
529 313 506
810 944 541
523 329 125
860 282 1004
657 190 405
974 661 225
574 269 4
884 213 770
15 995 817
220 925 584
271 674 144
999 7 64
782 894 782
723 613 378
527 543 659
164 910 680
653 590 976
677 275 625
438 708 456
134 489 627
664 668 772
122 388 1014
155 728 341
281 358 588
474 82 562
416 38 832
139 850 959
239 413 687
69 24 953
669 839 327
781 531 225
541 810 939
96 280 661
590 337 684
747 295 377
433 601 1013
429 518 785
368 692 392
256 400 942
114 793 515
719 309 174
159 438 86
40 422 678
441 613 366
252 183 259
566 619 363
744 730 782
404 305 786
946 169 301
657 107 515
741 70 292
975 14 821
872 846 330
676 961 786
172 440 833
170 856 51
842 577 462
423 279 540
998 16 179
445 623 465
870 119 829
951 829 1005
647 915 672
277 593 341
304 658 690
268 235 347
56 298 572
113 194 933
836 910 990
621 710 673
51 74 208
651 616 592
21 680 938
151 829 576
220 366 604
368 443 357
727 419 891
933 862 393
35 759 666
847 558 83
857 40 242
914 370 175
42 197 387
269 489 824
469 489 706
895 60 814
97 101 884
916 225 863
226 939 693
231 967 217
46 460 204
848 769 679
219 696 722
213 547 973
752 906 308
659 258 172
427 299 156
531 430 341
551 852 533
703 122 993
432 826 356
641 37 628
844 140 761
615 552 724
62 572 903
955 620 117
330 923 504
673 872 872
175 788 191
731 70 967
312 491 950
257 868 858
439 573 109
953 65 618
611 4 639
650 936 750
950 303 563
144 760 88
862 33 1023
321 725 717
659 576 740
240 93 922
634 102 126
737 552 669
460 193 137
992 71 326
609 84 77
24 357 295
929 518 706
282 126 464
994 869 424
618 914 320
82 961 238
799 410 140
199 318 709
658 180 410
49 990 237
93 949 448
719 876 154
89 679 551
102 643 478
872 490 454
678 607 859
904 112 886
430 115 792
879 150 816
401 25 787
793 799 7
94 239 317
488 693 886
680 550 881
714 569 522
440 102 786
742 137 367
600 340 871
281 379 547
317 58 742
842 398 543
496 514 117
431 702 289
125 534 511
515 661 708
929 310 171
499 483 530
912 444 445
901 782 253
302 363 533
917 959 164
821 815 603
870 329 641
916 675 914
608 501 573
403 161 166
295 383 129
338 455 192
834 336 638
114 421 680
3 892 383
491 94 10
935 175 126
64 39 656
990 78 327
806 857 201
141 824 736
428 884 635
710 156 7
744 455 628
224 413 387
520 338 348
443 616 709
273 413 565
733 169 782
370 299 532
903 342 741
672 235 843
488 496 905
83 801 650
366 345 685
860 952 42
989 340 601
863 572 500
720 858 238
917 341 948
8 415 957
695 62 195
630 152 371
622 166 737
279 456 605
981 481 421
443 20 219
565 953 352
607 578 921
203 385 859
554 255 809
713 276 145
420 587 496
404 589 289
505 498 714
818 918 141
904 295 147
332 603 648
667 629 833
500 608 439
453 349 286
294 177 466
353 130 712
79 673 645
355 331 379
456 572 704
119 114 235
184 867 697
279 132 341
219 672 825
32 639 178
709 100 493
718 549 357
72 289 654
565 888 186
544 334 100
315 872 386
853 59 776
552 96 503
578 637 300
868 182 484
697 6 944
774 42 724
893 960 16
599 811 258
551 474 306
139 243 628
637 181 746
199 419 438
929 666 719
449 428 12
923 368 917
637 361 821
360 299 128
108 493 163
11 495 735
938 163 300
424 769 1011
516 583 612
492 863 6
70 875 255
299 954 170
613 130 694
821 177 124
555 106 983
72 42 375
810 153 903
54 279 214
274 183 914
969 270 754
337 644 106
828 774 810
826 380 327
614 902 800
45 468 469
692 408 956
348 841 976
535 61 688
426 518 80
46 665 638
304 548 245
607 197 355
347 225 387
902 143 219
897 64 253
762 906 900
72 743 869
365 254 568
899 302 293
887 123 488
72 311 576
274 352 695
622 593 65
904 28 463
923 915 803
834 87 510
485 358 126
218 470 327
764 934 761
289 625 1000
371 321 230
388 957 575
118 933 487
841 305 929
830 926 306
758 711 630
654 906 901
711 541 756
793 688 31
248 977 933
11 492 633
918 415 694
598 819 237
102 701 298
685 231 270
987 336 751
984 743 992
309 478 724
311 451 212
344 495 693
125 277 321
327 384 586
247 394 518
910 790 809
214 158 48
50 683 1
255 142 600
180 600 151
33 536 334
919 361 127
875 774 68
63 377 955
760 833 906
213 10 637
196 14 796
315 629 64
787 717 73
671 795 587
666 77 285
171 279 209
262 330 208
128 222 32
386 333 788
250 418 566
612 587 985
901 729 750
679 1000 394
716 219 682
845 436 502
485 833 977
185 884 44
624 73 853
699 892 857
285 634 613
433 144 253
888 959 739
183 495 139
536 858 244
845 618 651
123 821 903
36 170 476
128 109 10
934 67 748
211 460 269
917 701 701
90 763 627
729 720 119
10 5 959
736 906 256
629 791 597
964 953 884
516 115 863
889 363 965
70 53 167
309 190 177
848 284 498
713 40 275
764 286 881
393 919 540
852 910 63
876 828 954
898 988 461
655 850 228
354 727 420
896 729 583
927 274 303
1 808 501
681 362 206
468 201 165
749 428 921
807 48 71
187 733 2
204 227 997
626 841 818
453 346 933
195 455 312
121 191 596
186 677 730
957 592 995
106 623 564
462 891 107
480 691 117
157 596 860
341 141 178
175 3 181
541 286 930
473 453 817
266 363 953
616 298 24
637 641 422
463 812 931
418 291 1000
773 969 747
191 158 724
222 825 782
152 220 355
841 364 989
306 218 1006
709 392 211
323 489 604
740 215 263
365 917 838
265 564 239
472 184 873
756 168 600
55 701 165
615 92 600
428 347 822
903 2 54
495 753 716
641 895 66
918 142 549
89 470 91
997 168 535
276 332 782
627 787 857
560 421 980
533 228 372
136 779 237
366 494 724
351 146 712
866 932 872
18 165 558
476 341 995
734 401 892
464 534 887
399 352 492
773 67 370
802 946 491
90 257 41
835 793 472
990 745 360
365 806 455
509 391 48
328 921 699
611 692 212
15 840 521
932 347 481
717 834 451
329 883 880
401 280 486
862 385 288
815 741 77
156 140 39
45 398 645
650 682 679
567 813 244
87 668 578
812 952 432
236 630 307
641 852 219
840 309 755
63 594 402
359 5 792
530 976 503
258 420 445
653 459 253
251 298 689
763 1000 822
284 546 34
279 784 521
953 442 92
436 686 1
782 468 771
866 114 56
75 723 80
726 92 780
931 699 12
454 838 740
98 934 410
677 712 789
633 513 965
578 844 863
139 554 419
547 370 203
917 126 174
942 975 18
689 265 543
437 902 912
730 793 800
968 900 308
592 316 348
18 727 968
134 931 846
198 944 578
478 249 4
618 824 782
895 305 887
64 362 695
778 610 760
548 155 149
591 299 651
230 479 723
273 975 793
526 60 743
618 726 294
772 261 332
88 624 752
653 270 106
761 270 837
859 928 968
388 958 321
251 11 580
553 705 592
251 108 1023
981 441 127
476 143 283
992 311 826
529 840 215
670 128 727
994 839 540
574 1 486
20 518 801
568 904 610
768 412 850
403 525 12
621 641 944
889 256 128
394 645 799
101 487 942
656 282 42
927 845 292
640 762 518
673 991 514
689 925 506
714 75 944
776 883 774
916 574 55
470 60 740
241 951 163
384 21 309
645 540 221
354 171 159
876 838 941
80 471 320
215 440 599
862 460 871
91 139 280
51 961 705
807 586 187
997 310 502
91 999 756
642 262 88
52 147 558
224 954 118
427 385 930
308 815 146
897 733 354
149 223 837
553 55 672
430 746 294
146 675 337
475 731 762
375 587 651
338 645 951
139 156 739
874 761 778
17 889 707
825 300 412
264 833 713
10 94 896
535 429 392
621 798 181
858 900 696
585 786 334
880 581 1000
780 456 69
747 341 554
220 731 447
753 738 193
870 618 6
262 242 591
992 194 951
3 740 407
202 520 211
313 200 861
641 214 839
697 440 35
730 965 707
65 401 523
965 241 722
681 868 603
175 278 808
664 481 545
152 638 588
937 706 219
133 23 352
131 452 526
609 979 464
842 434 892
891 631 104
763 465 801
984 33 4
886 520 879
219 824 847
627 949 145
30 410 432
403 471 737
759 922 215
813 490 431
401 216 931
368 87 278
617 786 785
551 893 743
564 85 77
380 806 522
251 491 910
895 88 207
811 325 637
975 579 608
309 136 524
602 741 538
3 561 397
93 88 1010
596 642 455
301 114 189
37 852 689
477 91 645
314 214 14
976 72 148
18 915 658
338 98 530
438 202 430
433 558 385
984 861 249
995 652 774
624 923 820
262 354 461
818 687 781
449 906 968
721 438 381
943 760 169
523 507 243
778 838 544
716 108 704
683 562 738
993 647 399
857 274 784
126 876 379
401 36 495
952 752 1020
756 185 163
452 940 407
132 597 560
179 303 110
337 682 540
593 692 605
694 752 975
222 569 261
711 429 759
234 469 1017
926 104 60
307 370 866
925 76 429
697 325 179
613 157 95
656 160 207
894 181 354
788 592 81
505 949 57
288 281 389
42 452 972
963 365 432
49 867 938
221 825 540
969 802 531
529 96 659
968 933 829
46 12 253
636 529 47
58 662 649
59 278 662
305 634 790
126 738 121
462 496 491
668 782 836
338 772 508
407 145 305
20 976 930
359 916 507
52 579 156
908 818 687
759 421 695
916 127 783
144 868 895
331 770 546
946 86 711
196 351 141
887 858
